"REF_DATE","GEO","DGUID","Number of residential properties owned","Immigration status","Other immigration characteristics","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Total, all periods of immigration","Median of total assessment value","Dollars","81","units","0","v1264710214","8.1.2.1.6","188000","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Total, all periods of immigration","Median family total income","Dollars","81","units","0","v1264714480","8.1.2.1.8","85000","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Total, all periods of immigration","Median age of property owners","Years","308","units","0","v1264718746","8.1.2.1.10","53","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Federal entrepreneur","Number of property owners","Number","223","units","0","v1340311942","8.1.2.7.11","130","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Federal entrepreneur","Median of total assessment value","Dollars","81","units","0","v1264710226","8.1.2.7.6","189000","B","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Federal entrepreneur","Median family total income","Dollars","81","units","0","v1264714492","8.1.2.7.8","65000","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Federal entrepreneur","Median age of property owners","Years","308","units","0","v1264718758","8.1.2.7.10","60","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Federal investor","Number of property owners","Number","223","units","0","v1340311943","8.1.2.8.11","10","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Federal investor","Median of total assessment value","Dollars","81","units","0","v1264710228","8.1.2.8.6","","x","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Federal investor","Median family total income","Dollars","81","units","0","v1264714494","8.1.2.8.8","","x","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Federal investor","Median age of property owners","Years","308","units","0","v1264718760","8.1.2.8.10","","x","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Federal skilled worker","Number of property owners","Number","223","units","0","v1340311944","8.1.2.9.11","2225","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Federal skilled worker","Median of total assessment value","Dollars","81","units","0","v1264710230","8.1.2.9.6","227000","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Federal skilled worker","Median family total income","Dollars","81","units","0","v1264714496","8.1.2.9.8","110000","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Federal skilled worker","Median age of property owners","Years","308","units","0","v1264718762","8.1.2.9.10","53","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Caregiver","Number of property owners","Number","223","units","0","v1340311945","8.1.2.10.11","145","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Caregiver","Median of total assessment value","Dollars","81","units","0","v1264710232","8.1.2.10.6","146000","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Caregiver","Median family total income","Dollars","81","units","0","v1264714498","8.1.2.10.8","80000","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Caregiver","Median age of property owners","Years","308","units","0","v1264718764","8.1.2.10.10","50","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Provincial and territorial nominee","Number of property owners","Number","223","units","0","v1340311946","8.1.2.11.11","3665","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Provincial and territorial nominee","Median of total assessment value","Dollars","81","units","0","v1264710234","8.1.2.11.6","197000","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Provincial and territorial nominee","Median family total income","Dollars","81","units","0","v1264714500","8.1.2.11.8","80000","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Provincial and territorial nominee","Median age of property owners","Years","308","units","0","v1264718766","8.1.2.11.10","45","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Quebec investor","Number of property owners","Number","223","units","0","v1340311947","8.1.2.12.11","5","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Quebec investor","Median of total assessment value","Dollars","81","units","0","v1264710236","8.1.2.12.6","","x","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Quebec investor","Median family total income","Dollars","81","units","0","v1264714502","8.1.2.12.8","","x","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Quebec investor","Median age of property owners","Years","308","units","0","v1264718768","8.1.2.12.10","","x","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Quebec skilled worker","Number of property owners","Number","223","units","0","v1340311948","8.1.2.13.11","320","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Quebec skilled worker","Median of total assessment value","Dollars","81","units","0","v1264710238","8.1.2.13.6","200000","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Quebec skilled worker","Median family total income","Dollars","81","units","0","v1264714504","8.1.2.13.8","120000","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Quebec skilled worker","Median age of property owners","Years","308","units","0","v1264718770","8.1.2.13.10","45","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Other economic admission category","Number of property owners","Number","223","units","0","v1340311949","8.1.2.14.11","605","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Other economic admission category","Median of total assessment value","Dollars","81","units","0","v1264710240","8.1.2.14.6","204000","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Other economic admission category","Median family total income","Dollars","81","units","0","v1264714506","8.1.2.14.8","85000","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Other economic admission category","Median age of property owners","Years","308","units","0","v1264718772","8.1.2.14.10","41","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Sponsored child","Number of property owners","Number","223","units","0","v1340311950","8.1.2.15.11","85","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Sponsored child","Median of total assessment value","Dollars","81","units","0","v1264710242","8.1.2.15.6","203000","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Sponsored child","Median family total income","Dollars","81","units","0","v1264714508","8.1.2.15.8","105000","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Sponsored child","Median age of property owners","Years","308","units","0","v1264718774","8.1.2.15.10","43","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Sponsored parent or grandparent","Number of property owners","Number","223","units","0","v1340311951","8.1.2.16.11","95","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Sponsored parent or grandparent","Median of total assessment value","Dollars","81","units","0","v1264710244","8.1.2.16.6","204000","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Sponsored parent or grandparent","Median family total income","Dollars","81","units","0","v1264714510","8.1.2.16.8","75000","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Sponsored parent or grandparent","Median age of property owners","Years","308","units","0","v1264718776","8.1.2.16.10","54","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Sponsored spouse or partner","Number of property owners","Number","223","units","0","v1340311952","8.1.2.17.11","2500","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Sponsored spouse or partner","Median of total assessment value","Dollars","81","units","0","v1264710246","8.1.2.17.6","173000","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Sponsored spouse or partner","Median family total income","Dollars","81","units","0","v1264714512","8.1.2.17.8","95000","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Sponsored spouse or partner","Median age of property owners","Years","308","units","0","v1264718778","8.1.2.17.10","50","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Other family sponsorship admission category","Number of property owners","Number","223","units","0","v1340311953","8.1.2.18.11","70","A","","","0"
"2020","New Brunswick","2016A000213","Total, all number of properties owned categories","Immigrant","Other family sponsorship admission category","Median of total assessment value","Dollars","81","units","0","v1264710248","8.1.2.18.6","160000","A","","","0"
